job_name,company_name,city,salary_min,salary_max,education,experience,skill_tags,publish_time
前端开发工程师,携程,成都,10000,16000,本科,不限,"Java,MySQL,Spring",2026-02-18
运营专员,猿辅导,成都,13000,21000,大专,5-10年,"Java,MySQL,Spring",2026-03-06
运维工程师,快手,深圳,14000,16000,本科,3-5年,"测试,自动化测试,Jmeter",2026-01-24
UI设计师,滴滴,深圳,10000,16000,大专,1年以内,"HR,招聘,培训",2026-02-07
产品经理,贝壳找房,西安,12000,18000,不限,1年以内,"Python,机器学习,深度学习",2026-02-17
软件测试,网易,西安,8000,10000,大专,3-5年,"测试,自动化测试,Jmeter",2026-01-05
Java开发工程师,拼多多,上海,14000,17000,不限,不限,"Vue,React,JavaScript",2026-02-17
UI设计师,小米,广州,12000,20000,不限,不限,"大数据,Hadoop,Spark",2026-02-16
后端开发工程师,美团,北京,10000,14000,硕士,1-3年,"Java,MySQL,Spring",2026-03-11
产品经理,顺丰科技,武汉,9000,13000,不限,5-10年,"HR,招聘,培训",2026-01-10
Python开发工程师,字节跳动,成都,15000,19000,硕士,5-10年,"Java,MySQL,Spring",2026-04-06
安卓开发,字节跳动,北京,13000,20000,不限,1年以内,"产品设计,Axure,需求分析",2026-01-05
数据分析师,科大讯飞,深圳,6000,9000,硕士,1-3年,"HR,招聘,培训",2026-01-12
iOS开发,字节跳动,南京,9000,16000,本科,不限,"HR,招聘,培训",2026-01-10
运营专员,好未来,西安,8000,16000,大专,不限,"测试,自动化测试,Jmeter",2026-01-26
市场营销,顺丰科技,南京,13000,20000,不限,5-10年,"产品设计,Axure,需求分析",2026-03-31
UI设计师,顺丰科技,深圳,13000,20000,不限,不限,"测试,自动化测试,Jmeter",2026-03-01
测试工程师,小米,广州,15000,25000,本科,1-3年,"测试,自动化测试,Jmeter",2026-02-27
UI设计师,阿里巴巴,成都,15000,23000,本科,3-5年,"Vue,React,JavaScript",2026-04-24
iOS开发,B站,南京,14000,20000,不限,不限,"测试,自动化测试,Jmeter",2026-04-06
市场营销,京东,西安,14000,20000,不限,3-5年,"产品设计,Axure,需求分析",2026-02-21
iOS开发,京东,广州,9000,13000,硕士,5-10年,"Python,机器学习,深度学习",2026-02-15
Python开发工程师,快手,广州,8000,15000,不限,1-3年,"Vue,React,JavaScript",2026-04-28
iOS开发,商汤科技,杭州,11000,18000,本科,3-5年,"测试,自动化测试,Jmeter",2026-03-15
后端开发工程师,科大讯飞,苏州,6000,16000,大专,1年以内,"Vue,React,JavaScript",2026-01-21
数据分析师,网易,武汉,15000,21000,不限,1-3年,"产品设计,Axure,需求分析",2026-01-15
HRBP,拼多多,杭州,7000,9000,大专,不限,"大数据,Hadoop,Spark",2026-03-09
安卓开发,商汤科技,西安,6000,15000,大专,3-5年,"Python,机器学习,深度学习",2026-04-09
运维工程师,猿辅导,西安,13000,23000,不限,不限,"产品设计,Axure,需求分析",2026-03-28
市场营销,网易,西安,14000,24000,不限,1-3年,"HR,招聘,培训",2026-01-16
iOS开发,拼多多,成都,6000,11000,大专,1年以内,"测试,自动化测试,Jmeter",2026-02-18
Golang工程师,滴滴,西安,6000,16000,不限,1-3年,"产品设计,Axure,需求分析",2026-02-17
数据分析师,百度,上海,14000,17000,大专,3-5年,"Vue,React,JavaScript",2026-01-27
UI设计师,科大讯飞,西安,11000,20000,硕士,1-3年,"HR,招聘,培训",2026-03-25
HRBP,美团,成都,8000,17000,硕士,1-3年,"HR,招聘,培训",2026-05-01
财务专员,携程,深圳,14000,23000,硕士,1-3年,"Java,MySQL,Spring",2026-04-29
运营专员,顺丰科技,成都,14000,24000,大专,不限,"产品设计,Axure,需求分析",2026-03-23
Python开发工程师,B站,上海,13000,20000,本科,不限,"大数据,Hadoop,Spark",2026-02-09
算法工程师,好未来,北京,7000,9000,硕士,不限,"运维,Linux,Docker",2026-01-08
市场营销,滴滴,西安,14000,23000,硕士,不限,"测试,自动化测试,Jmeter",2026-02-03
安卓开发,商汤科技,苏州,14000,21000,硕士,不限,"产品设计,Axure,需求分析",2026-04-02
软件测试,携程,西安,11000,15000,大专,5-10年,"Vue,React,JavaScript",2026-02-01
UI设计师,网易,南京,9000,14000,不限,不限,"Vue,React,JavaScript",2026-01-11
测试工程师,好未来,北京,13000,22000,本科,1年以内,"Java,MySQL,Spring",2026-04-01
Java开发工程师,猿辅导,武汉,13000,22000,本科,不限,"Java,MySQL,Spring",2026-01-14
HRBP,好未来,西安,14000,20000,大专,不限,"Java,MySQL,Spring",2026-02-13
iOS开发,商汤科技,广州,14000,24000,本科,1年以内,"Vue,React,JavaScript",2026-02-18
后端开发工程师,华为,上海,7000,10000,本科,1-3年,"Python,机器学习,深度学习",2026-03-24
算法工程师,阿里巴巴,武汉,8000,11000,大专,不限,"产品设计,Axure,需求分析",2026-04-26
算法工程师,字节跳动,苏州,8000,15000,大专,不限,"运维,Linux,Docker",2026-03-06
后端开发工程师,华为,广州,8000,11000,本科,3-5年,"Python,机器学习,深度学习",2026-02-08
实习生,阿里巴巴,西安,8000,10000,本科,1年以内,"测试,自动化测试,Jmeter",2026-03-30
测试工程师,携程,成都,12000,21000,大专,1-3年,"Python,机器学习,深度学习",2026-04-12
Golang工程师,猿辅导,上海,6000,11000,大专,3-5年,"测试,自动化测试,Jmeter",2026-01-15
财务专员,B站,成都,13000,16000,硕士,3-5年,"产品设计,Axure,需求分析",2026-02-16
Java开发工程师,好未来,西安,12000,19000,大专,1年以内,"测试,自动化测试,Jmeter",2026-01-08
产品经理,B站,南京,9000,12000,本科,1年以内,"Java,MySQL,Spring",2026-02-28
实习生,科大讯飞,杭州,6000,12000,大专,1年以内,"测试,自动化测试,Jmeter",2026-02-24
测试工程师,科大讯飞,武汉,13000,22000,不限,3-5年,"产品设计,Axure,需求分析",2026-04-28
安卓开发,商汤科技,杭州,8000,15000,本科,3-5年,"Vue,React,JavaScript",2026-04-29
测试工程师,B站,杭州,10000,17000,本科,不限,"测试,自动化测试,Jmeter",2026-04-15
测试工程师,小米,北京,11000,18000,不限,3-5年,"大数据,Hadoop,Spark",2026-02-05
Python开发工程师,滴滴,北京,10000,17000,本科,3-5年,"Vue,React,JavaScript",2026-05-01
实习生,携程,苏州,8000,17000,硕士,3-5年,"大数据,Hadoop,Spark",2026-03-23
运营专员,拼多多,杭州,6000,11000,本科,1-3年,"HR,招聘,培训",2026-03-06
市场营销,携程,上海,15000,17000,大专,3-5年,"HR,招聘,培训",2026-01-14
数据分析师,百度,广州,11000,17000,本科,3-5年,"运维,Linux,Docker",2026-02-16
大数据开发工程师,携程,深圳,10000,17000,硕士,3-5年,"HR,招聘,培训",2026-04-01
大数据开发工程师,贝壳找房,武汉,14000,22000,硕士,1-3年,"大数据,Hadoop,Spark",2026-04-05
UI设计师,阿里巴巴,成都,6000,14000,硕士,5-10年,"Java,MySQL,Spring",2026-04-05
软件测试,科大讯飞,广州,15000,23000,本科,1-3年,"大数据,Hadoop,Spark",2026-03-16
运维工程师,商汤科技,西安,13000,23000,硕士,5-10年,"Java,MySQL,Spring",2026-03-31
运维工程师,科大讯飞,北京,13000,19000,大专,3-5年,"Java,MySQL,Spring",2026-04-02
运营专员,百度,上海,7000,11000,不限,1-3年,"运维,Linux,Docker",2026-01-26
HRBP,好未来,武汉,9000,13000,硕士,5-10年,"测试,自动化测试,Jmeter",2026-04-15
Java开发工程师,商汤科技,上海,12000,17000,大专,不限,"HR,招聘,培训",2026-01-07
Golang工程师,阿里巴巴,上海,10000,12000,本科,1年以内,"Vue,React,JavaScript",2026-02-13
数据分析师,滴滴,苏州,13000,16000,不限,1-3年,"Java,MySQL,Spring",2026-01-02
软件测试,携程,北京,11000,19000,本科,3-5年,"产品设计,Axure,需求分析",2026-01-29
大数据开发工程师,好未来,上海,13000,18000,大专,1年以内,"HR,招聘,培训",2026-02-12
前端开发工程师,贝壳找房,北京,9000,13000,不限,3-5年,"测试,自动化测试,Jmeter",2026-02-25
安卓开发,网易,西安,11000,19000,硕士,不限,"运维,Linux,Docker",2026-03-04
运维工程师,拼多多,杭州,11000,18000,不限,1-3年,"产品设计,Axure,需求分析",2026-03-13
运营专员,华为,成都,11000,13000,大专,1-3年,"Java,MySQL,Spring",2026-03-18
Golang工程师,阿里巴巴,苏州,14000,20000,不限,不限,"运维,Linux,Docker",2026-01-13
算法工程师,B站,武汉,13000,22000,硕士,1年以内,"HR,招聘,培训",2026-03-12
大数据开发工程师,科大讯飞,上海,12000,21000,硕士,1年以内,"产品设计,Axure,需求分析",2026-02-04
后端开发工程师,商汤科技,西安,9000,13000,不限,1-3年,"Java,MySQL,Spring",2026-04-27
前端开发工程师,小米,南京,12000,15000,不限,不限,"测试,自动化测试,Jmeter",2026-03-04
财务专员,猿辅导,南京,11000,17000,本科,5-10年,"测试,自动化测试,Jmeter",2026-03-23
Golang工程师,京东,成都,15000,22000,硕士,1年以内,"Vue,React,JavaScript",2026-03-07
安卓开发,猿辅导,深圳,7000,12000,大专,3-5年,"Java,MySQL,Spring",2026-04-20
算法工程师,贝壳找房,北京,13000,20000,大专,1-3年,"Python,机器学习,深度学习",2026-02-22
运营专员,猿辅导,苏州,7000,12000,硕士,1年以内,"Vue,React,JavaScript",2026-02-20
HRBP,商汤科技,上海,9000,15000,硕士,1-3年,"大数据,Hadoop,Spark",2026-03-13
Java开发工程师,快手,苏州,7000,15000,不限,1-3年,"Python,机器学习,深度学习",2026-01-08
后端开发工程师,滴滴,苏州,10000,18000,本科,不限,"产品设计,Axure,需求分析",2026-03-20
Golang工程师,B站,西安,8000,10000,硕士,5-10年,"产品设计,Axure,需求分析",2026-02-28
iOS开发,科大讯飞,杭州,11000,13000,本科,不限,"HR,招聘,培训",2026-02-26
算法工程师,小米,南京,14000,16000,大专,1-3年,"Java,MySQL,Spring",2026-02-09
HRBP,阿里巴巴,上海,11000,21000,本科,1年以内,"大数据,Hadoop,Spark",2026-04-29
运营专员,百度,成都,7000,13000,硕士,1-3年,"Java,MySQL,Spring",2026-02-16
运维工程师,小米,深圳,8000,14000,硕士,5-10年,"Vue,React,JavaScript",2026-02-21
UI设计师,科大讯飞,武汉,15000,22000,大专,1-3年,"产品设计,Axure,需求分析",2026-01-07
实习生,网易,西安,8000,16000,大专,3-5年,"运维,Linux,Docker",2026-02-14
iOS开发,B站,苏州,6000,9000,硕士,3-5年,"产品设计,Axure,需求分析",2026-04-14
前端开发工程师,网易,广州,9000,13000,本科,1年以内,"HR,招聘,培训",2026-01-31
运维工程师,腾讯科技,杭州,7000,12000,不限,3-5年,"Python,机器学习,深度学习",2026-03-10
Golang工程师,商汤科技,上海,9000,17000,大专,1年以内,"运维,Linux,Docker",2026-03-22
Python开发工程师,美团,上海,15000,22000,不限,1年以内,"运维,Linux,Docker",2026-03-01
运维工程师,字节跳动,西安,11000,15000,不限,不限,"Java,MySQL,Spring",2026-01-04
测试工程师,美团,杭州,9000,14000,不限,1-3年,"Python,机器学习,深度学习",2026-02-14
前端开发工程师,快手,西安,7000,10000,不限,1-3年,"产品设计,Axure,需求分析",2026-04-23
测试工程师,B站,广州,11000,13000,硕士,3-5年,"Java,MySQL,Spring",2026-01-27
软件测试,字节跳动,南京,7000,17000,本科,5-10年,"Vue,React,JavaScript",2026-03-06
HRBP,字节跳动,成都,6000,12000,本科,3-5年,"大数据,Hadoop,Spark",2026-02-02
UI设计师,贝壳找房,苏州,12000,16000,大专,1年以内,"Vue,React,JavaScript",2026-01-27
运维工程师,阿里巴巴,杭州,11000,13000,硕士,3-5年,"Python,机器学习,深度学习",2026-04-27
iOS开发,阿里巴巴,西安,14000,17000,不限,不限,"Python,机器学习,深度学习",2026-03-20
UI设计师,美团,杭州,13000,16000,不限,不限,"Java,MySQL,Spring",2026-04-19
算法工程师,网易,深圳,10000,14000,硕士,1年以内,"运维,Linux,Docker",2026-03-12
实习生,好未来,广州,14000,16000,硕士,不限,"大数据,Hadoop,Spark",2026-02-13
UI设计师,拼多多,武汉,12000,19000,硕士,1年以内,"大数据,Hadoop,Spark",2026-04-04
测试工程师,滴滴,南京,7000,11000,大专,5-10年,"HR,招聘,培训",2026-04-08
市场营销,滴滴,武汉,7000,16000,大专,3-5年,"大数据,Hadoop,Spark",2026-01-28
Python开发工程师,好未来,武汉,8000,15000,不限,1年以内,"Vue,React,JavaScript",2026-02-24
算法工程师,B站,深圳,6000,11000,不限,5-10年,"Python,机器学习,深度学习",2026-01-29
Java开发工程师,好未来,深圳,15000,17000,硕士,1-3年,"运维,Linux,Docker",2026-02-05
财务专员,京东,西安,12000,16000,不限,1-3年,"Java,MySQL,Spring",2026-03-22
大数据开发工程师,顺丰科技,北京,8000,13000,大专,3-5年,"运维,Linux,Docker",2026-04-01
前端开发工程师,滴滴,成都,7000,16000,大专,1-3年,"Vue,React,JavaScript",2026-04-29
运维工程师,滴滴,苏州,15000,19000,硕士,1-3年,"Java,MySQL,Spring",2026-03-06
Python开发工程师,商汤科技,杭州,12000,16000,大专,5-10年,"测试,自动化测试,Jmeter",2026-01-04
安卓开发,科大讯飞,西安,6000,10000,大专,5-10年,"大数据,Hadoop,Spark",2026-03-24
安卓开发,快手,成都,6000,15000,硕士,不限,"大数据,Hadoop,Spark",2026-04-21
Java开发工程师,美团,北京,9000,13000,大专,1-3年,"测试,自动化测试,Jmeter",2026-03-09
财务专员,网易,深圳,13000,23000,不限,1年以内,"Vue,React,JavaScript",2026-02-06
产品经理,字节跳动,苏州,10000,14000,不限,5-10年,"Java,MySQL,Spring",2026-02-02
大数据开发工程师,商汤科技,杭州,12000,19000,本科,5-10年,"HR,招聘,培训",2026-03-09
大数据开发工程师,猿辅导,杭州,9000,12000,不限,1-3年,"产品设计,Axure,需求分析",2026-04-21
后端开发工程师,拼多多,杭州,11000,18000,硕士,3-5年,"产品设计,Axure,需求分析",2026-04-19
大数据开发工程师,贝壳找房,深圳,15000,22000,不限,5-10年,"Vue,React,JavaScript",2026-04-12
数据分析师,华为,深圳,9000,18000,本科,3-5年,"运维,Linux,Docker",2026-04-18
Python开发工程师,顺丰科技,苏州,10000,14000,硕士,不限,"Vue,React,JavaScript",2026-03-03
运维工程师,B站,广州,13000,18000,本科,1年以内,"Python,机器学习,深度学习",2026-03-02
iOS开发,B站,成都,6000,8000,硕士,不限,"产品设计,Axure,需求分析",2026-01-21
测试工程师,携程,西安,12000,21000,本科,1-3年,"Python,机器学习,深度学习",2026-02-05
前端开发工程师,好未来,北京,12000,19000,大专,5-10年,"Python,机器学习,深度学习",2026-01-14
HRBP,百度,上海,13000,18000,大专,1年以内,"Vue,React,JavaScript",2026-03-11
运营专员,携程,上海,14000,17000,不限,3-5年,"测试,自动化测试,Jmeter",2026-01-26
HRBP,京东,广州,9000,11000,不限,1年以内,"Java,MySQL,Spring",2026-01-30
实习生,携程,西安,8000,11000,不限,3-5年,"产品设计,Axure,需求分析",2026-01-24
产品经理,商汤科技,南京,15000,18000,硕士,1-3年,"Java,MySQL,Spring",2026-03-01
实习生,网易,杭州,13000,23000,本科,不限,"大数据,Hadoop,Spark",2026-04-03
后端开发工程师,百度,深圳,15000,21000,硕士,5-10年,"大数据,Hadoop,Spark",2026-04-30
数据分析师,华为,南京,11000,18000,大专,1年以内,"Python,机器学习,深度学习",2026-04-25
大数据开发工程师,拼多多,北京,15000,23000,大专,3-5年,"Python,机器学习,深度学习",2026-03-12
市场营销,字节跳动,北京,9000,14000,本科,1年以内,"大数据,Hadoop,Spark",2026-03-31
实习生,猿辅导,北京,10000,17000,大专,5-10年,"Vue,React,JavaScript",2026-03-09
运维工程师,华为,武汉,7000,16000,大专,5-10年,"测试,自动化测试,Jmeter",2026-04-12
大数据开发工程师,拼多多,上海,7000,14000,本科,3-5年,"Python,机器学习,深度学习",2026-03-09
财务专员,携程,西安,10000,12000,硕士,3-5年,"Java,MySQL,Spring",2026-01-13
Golang工程师,阿里巴巴,西安,7000,11000,硕士,1年以内,"产品设计,Axure,需求分析",2026-03-15
前端开发工程师,携程,广州,10000,16000,不限,1-3年,"HR,招聘,培训",2026-03-25
UI设计师,顺丰科技,成都,10000,18000,不限,1年以内,"Python,机器学习,深度学习",2026-04-09
运维工程师,商汤科技,上海,12000,19000,本科,1-3年,"Java,MySQL,Spring",2026-02-12
运维工程师,网易,苏州,10000,20000,不限,3-5年,"Python,机器学习,深度学习",2026-02-10
大数据开发工程师,拼多多,西安,14000,20000,不限,不限,"Python,机器学习,深度学习",2026-04-11
算法工程师,拼多多,西安,11000,16000,硕士,1-3年,"运维,Linux,Docker",2026-05-01
HRBP,字节跳动,上海,9000,15000,不限,1-3年,"Vue,React,JavaScript",2026-03-01
测试工程师,科大讯飞,北京,14000,22000,本科,5-10年,"运维,Linux,Docker",2026-03-06
大数据开发工程师,华为,南京,11000,15000,大专,不限,"运维,Linux,Docker",2026-03-16
Java开发工程师,快手,武汉,9000,13000,不限,5-10年,"大数据,Hadoop,Spark",2026-04-04
前端开发工程师,贝壳找房,武汉,7000,17000,大专,5-10年,"大数据,Hadoop,Spark",2026-01-10
安卓开发,好未来,成都,15000,18000,不限,3-5年,"产品设计,Axure,需求分析",2026-04-27
Python开发工程师,顺丰科技,上海,8000,10000,不限,不限,"测试,自动化测试,Jmeter",2026-02-14
运维工程师,阿里巴巴,广州,14000,23000,大专,1-3年,"HR,招聘,培训",2026-04-13
实习生,字节跳动,杭州,7000,10000,硕士,1年以内,"测试,自动化测试,Jmeter",2026-01-07
Python开发工程师,好未来,深圳,15000,21000,不限,1年以内,"HR,招聘,培训",2026-02-18
软件测试,好未来,上海,14000,22000,大专,1年以内,"Python,机器学习,深度学习",2026-02-08
测试工程师,快手,成都,14000,21000,硕士,1年以内,"Java,MySQL,Spring",2026-04-05
测试工程师,华为,北京,6000,9000,本科,3-5年,"Python,机器学习,深度学习",2026-02-01
iOS开发,商汤科技,北京,14000,16000,本科,3-5年,"运维,Linux,Docker",2026-04-02
数据分析师,顺丰科技,苏州,13000,22000,硕士,1年以内,"Vue,React,JavaScript",2026-04-01
Java开发工程师,网易,西安,12000,17000,不限,3-5年,"Java,MySQL,Spring",2026-04-03
UI设计师,B站,北京,10000,14000,本科,3-5年,"产品设计,Axure,需求分析",2026-01-06
HRBP,顺丰科技,北京,13000,17000,本科,5-10年,"大数据,Hadoop,Spark",2026-03-16
Java开发工程师,拼多多,北京,8000,10000,本科,不限,"Python,机器学习,深度学习",2026-01-05
产品经理,商汤科技,深圳,7000,15000,大专,3-5年,"Vue,React,JavaScript",2026-04-08
市场营销,字节跳动,北京,6000,11000,大专,不限,"Python,机器学习,深度学习",2026-01-10
Python开发工程师,华为,杭州,9000,11000,大专,3-5年,"大数据,Hadoop,Spark",2026-01-02
后端开发工程师,拼多多,深圳,8000,14000,本科,1-3年,"Java,MySQL,Spring",2026-03-14
后端开发工程师,滴滴,广州,10000,19000,本科,3-5年,"产品设计,Axure,需求分析",2026-02-05
UI设计师,快手,苏州,13000,15000,本科,5-10年,"Python,机器学习,深度学习",2026-01-31
实习生,顺丰科技,广州,9000,15000,硕士,1-3年,"测试,自动化测试,Jmeter",2026-03-29
市场营销,科大讯飞,北京,13000,17000,硕士,不限,"Vue,React,JavaScript",2026-04-12
Python开发工程师,B站,深圳,7000,17000,本科,5-10年,"Python,机器学习,深度学习",2026-04-21
运维工程师,华为,上海,6000,10000,本科,1年以内,"Vue,React,JavaScript",2026-02-14
Python开发工程师,美团,深圳,9000,18000,本科,1年以内,"运维,Linux,Docker",2026-04-03
数据分析师,好未来,北京,11000,18000,大专,1-3年,"产品设计,Axure,需求分析",2026-04-03
算法工程师,华为,深圳,10000,14000,大专,5-10年,"测试,自动化测试,Jmeter",2026-04-02
大数据开发工程师,拼多多,西安,6000,15000,不限,5-10年,"Java,MySQL,Spring",2026-04-06
后端开发工程师,贝壳找房,广州,13000,21000,本科,1-3年,"大数据,Hadoop,Spark",2026-02-04
数据分析师,快手,广州,15000,24000,不限,3-5年,"HR,招聘,培训",2026-04-07
运营专员,贝壳找房,北京,12000,17000,本科,1-3年,"产品设计,Axure,需求分析",2026-01-26
iOS开发,小米,南京,12000,14000,不限,5-10年,"大数据,Hadoop,Spark",2026-04-15
软件测试,美团,西安,7000,17000,本科,3-5年,"大数据,Hadoop,Spark",2026-02-21
HRBP,美团,南京,11000,14000,本科,1年以内,"Java,MySQL,Spring",2026-04-19
测试工程师,贝壳找房,西安,15000,21000,硕士,1-3年,"Java,MySQL,Spring",2026-02-28
Golang工程师,好未来,西安,8000,14000,不限,不限,"HR,招聘,培训",2026-02-22
安卓开发,华为,上海,9000,11000,硕士,1-3年,"HR,招聘,培训",2026-01-25
HRBP,美团,西安,6000,16000,不限,1-3年,"产品设计,Axure,需求分析",2026-02-16
数据分析师,快手,杭州,9000,17000,大专,5-10年,"大数据,Hadoop,Spark",2026-01-03
前端开发工程师,商汤科技,南京,13000,16000,硕士,1-3年,"Vue,React,JavaScript",2026-02-21
运营专员,B站,深圳,8000,14000,硕士,1-3年,"运维,Linux,Docker",2026-04-19
财务专员,B站,上海,14000,19000,硕士,3-5年,"Python,机器学习,深度学习",2026-01-09
软件测试,快手,深圳,12000,16000,硕士,5-10年,"大数据,Hadoop,Spark",2026-04-14
产品经理,拼多多,北京,9000,14000,本科,不限,"Java,MySQL,Spring",2026-01-09
大数据开发工程师,百度,南京,13000,19000,不限,1年以内,"测试,自动化测试,Jmeter",2026-02-13
财务专员,阿里巴巴,深圳,11000,20000,本科,1-3年,"产品设计,Axure,需求分析",2026-04-26
iOS开发,贝壳找房,上海,10000,19000,不限,1-3年,"大数据,Hadoop,Spark",2026-01-15
后端开发工程师,猿辅导,武汉,14000,16000,本科,1-3年,"Java,MySQL,Spring",2026-02-08
Java开发工程师,百度,杭州,12000,14000,不限,1-3年,"Python,机器学习,深度学习",2026-03-07
iOS开发,滴滴,武汉,12000,22000,不限,不限,"Java,MySQL,Spring",2026-04-29
运营专员,拼多多,北京,6000,13000,硕士,1-3年,"Java,MySQL,Spring",2026-04-04
运维工程师,拼多多,深圳,6000,8000,不限,5-10年,"产品设计,Axure,需求分析",2026-02-09
大数据开发工程师,科大讯飞,上海,12000,14000,本科,5-10年,"Python,机器学习,深度学习",2026-02-20
测试工程师,网易,杭州,15000,23000,硕士,3-5年,"Java,MySQL,Spring",2026-03-13
实习生,腾讯科技,成都,9000,11000,不限,1年以内,"Vue,React,JavaScript",2026-04-13
Java开发工程师,百度,广州,10000,16000,本科,3-5年,"Vue,React,JavaScript",2026-04-20
软件测试,小米,深圳,12000,14000,硕士,不限,"产品设计,Axure,需求分析",2026-04-10
UI设计师,京东,苏州,6000,11000,硕士,3-5年,"大数据,Hadoop,Spark",2026-02-26
产品经理,百度,南京,11000,13000,硕士,1-3年,"产品设计,Axure,需求分析",2026-02-04
UI设计师,京东,广州,15000,20000,硕士,5-10年,"Java,MySQL,Spring",2026-04-04
大数据开发工程师,字节跳动,武汉,6000,11000,大专,3-5年,"大数据,Hadoop,Spark",2026-02-02
运维工程师,华为,北京,6000,10000,大专,3-5年,"测试,自动化测试,Jmeter",2026-03-10
算法工程师,网易,西安,13000,20000,硕士,5-10年,"Vue,React,JavaScript",2026-03-06
运营专员,猿辅导,深圳,15000,21000,大专,3-5年,"大数据,Hadoop,Spark",2026-04-02
运营专员,商汤科技,深圳,6000,14000,大专,1年以内,"Python,机器学习,深度学习",2026-04-25
产品经理,科大讯飞,武汉,8000,17000,硕士,3-5年,"大数据,Hadoop,Spark",2026-04-01
前端开发工程师,阿里巴巴,杭州,12000,19000,本科,1年以内,"HR,招聘,培训",2026-04-16
市场营销,顺丰科技,西安,10000,17000,本科,5-10年,"Python,机器学习,深度学习",2026-04-24
产品经理,顺丰科技,杭州,12000,17000,大专,5-10年,"测试,自动化测试,Jmeter",2026-01-07
安卓开发,美团,北京,15000,22000,不限,不限,"Python,机器学习,深度学习",2026-01-15
软件测试,京东,北京,10000,16000,不限,5-10年,"大数据,Hadoop,Spark",2026-03-04
后端开发工程师,B站,深圳,10000,13000,硕士,不限,"产品设计,Axure,需求分析",2026-01-12
Java开发工程师,字节跳动,深圳,14000,23000,硕士,1年以内,"测试,自动化测试,Jmeter",2026-04-13
Python开发工程师,字节跳动,深圳,15000,17000,本科,3-5年,"产品设计,Axure,需求分析",2026-04-30
软件测试,阿里巴巴,北京,13000,18000,硕士,不限,"Vue,React,JavaScript",2026-04-17
大数据开发工程师,百度,深圳,7000,11000,不限,3-5年,"Vue,React,JavaScript",2026-03-27
iOS开发,快手,苏州,14000,19000,不限,1年以内,"Java,MySQL,Spring",2026-04-28
财务专员,B站,杭州,14000,23000,大专,1年以内,"运维,Linux,Docker",2026-02-26
软件测试,好未来,广州,14000,20000,不限,1-3年,"HR,招聘,培训",2026-02-24
市场营销,贝壳找房,武汉,10000,20000,本科,1-3年,"大数据,Hadoop,Spark",2026-03-03
Java开发工程师,猿辅导,成都,8000,13000,本科,1年以内,"运维,Linux,Docker",2026-01-31
算法工程师,携程,杭州,9000,11000,不限,1-3年,"大数据,Hadoop,Spark",2026-02-22
iOS开发,小米,西安,11000,21000,本科,3-5年,"运维,Linux,Docker",2026-01-15
软件测试,阿里巴巴,成都,10000,20000,硕士,5-10年,"Java,MySQL,Spring",2026-02-23
实习生,百度,北京,15000,17000,本科,3-5年,"测试,自动化测试,Jmeter",2026-01-18
Python开发工程师,滴滴,武汉,14000,24000,不限,5-10年,"Python,机器学习,深度学习",2026-03-05
产品经理,快手,杭州,15000,25000,硕士,3-5年,"测试,自动化测试,Jmeter",2026-04-19
产品经理,科大讯飞,南京,8000,16000,大专,1-3年,"大数据,Hadoop,Spark",2026-03-22
数据分析师,贝壳找房,上海,11000,18000,不限,1年以内,"Vue,React,JavaScript",2026-02-07
产品经理,快手,南京,12000,17000,本科,3-5年,"HR,招聘,培训",2026-01-21
Python开发工程师,商汤科技,北京,12000,16000,不限,5-10年,"测试,自动化测试,Jmeter",2026-04-27
Python开发工程师,美团,深圳,6000,9000,不限,不限,"大数据,Hadoop,Spark",2026-04-20
测试工程师,贝壳找房,深圳,6000,14000,大专,不限,"大数据,Hadoop,Spark",2026-02-20
iOS开发,顺丰科技,南京,10000,17000,大专,3-5年,"测试,自动化测试,Jmeter",2026-04-19
HRBP,百度,广州,6000,12000,硕士,3-5年,"Python,机器学习,深度学习",2026-02-12
大数据开发工程师,携程,上海,12000,15000,硕士,5-10年,"大数据,Hadoop,Spark",2026-03-14
实习生,商汤科技,南京,7000,12000,大专,1年以内,"Python,机器学习,深度学习",2026-04-23
Golang工程师,小米,南京,11000,17000,大专,5-10年,"运维,Linux,Docker",2026-01-30
财务专员,猿辅导,西安,13000,22000,本科,3-5年,"大数据,Hadoop,Spark",2026-02-08
软件测试,携程,武汉,7000,12000,不限,1年以内,"Java,MySQL,Spring",2026-02-28
实习生,B站,深圳,15000,24000,不限,不限,"产品设计,Axure,需求分析",2026-02-03
市场营销,猿辅导,杭州,7000,15000,硕士,1年以内,"大数据,Hadoop,Spark",2026-01-05
软件测试,快手,成都,15000,19000,大专,不限,"Vue,React,JavaScript",2026-01-14
测试工程师,美团,苏州,15000,19000,本科,5-10年,"产品设计,Axure,需求分析",2026-02-25
大数据开发工程师,阿里巴巴,成都,7000,12000,本科,5-10年,"大数据,Hadoop,Spark",2026-02-27
运营专员,商汤科技,成都,8000,14000,本科,1年以内,"测试,自动化测试,Jmeter",2026-02-18
HRBP,阿里巴巴,苏州,9000,18000,硕士,3-5年,"HR,招聘,培训",2026-04-04
后端开发工程师,拼多多,苏州,10000,15000,不限,1-3年,"大数据,Hadoop,Spark",2026-03-27
安卓开发,京东,深圳,15000,17000,不限,3-5年,"Vue,React,JavaScript",2026-04-14
UI设计师,阿里巴巴,南京,15000,17000,大专,不限,"HR,招聘,培训",2026-03-20
